related_instance_id	related_pr_url	related_issue_url	experience_instance_id	experience_pr_url	experience_issue_url
astropy__astropy-15082	https://github.com/astropy/astropy/pull/15082	https://github.com/astropy/astropy/issues/15082	astropy__astropy-14995	https://github.com/astropy/astropy/pull/14995	https://github.com/astropy/astropy/issues/14978
astropy__astropy-4973	https://github.com/astropy/astropy/pull/7746	https://github.com/astropy/astropy/issues/4973	astropy__astropy-7746	https://github.com/astropy/astropy/pull/7746	https://github.com/astropy/astropy/issues/7389
django__django-30153	https://github.com/django/django/pull/10939	https://code.djangoproject.com/ticket/30153	django__django-11019	https://github.com/django/django/pull/11019	https://code.djangoproject.com/ticket/30179
django__django-20098	https://github.com/django/django/pull/10569	https://code.djangoproject.com/ticket/20098	django__django-11630	https://github.com/django/django/pull/11630	https://code.djangoproject.com/ticket/30673
django__django-27910	https://github.com/django/django/pull/11540	https://code.djangoproject.com/ticket/27910	django__django-11742	https://github.com/django/django/pull/11742	https://code.djangoproject.com/ticket/30757
django__django-30254	https://github.com/django/django/pull/11085	https://code.djangoproject.com/ticket/30254	django__django-11999	https://github.com/django/django/pull/11999	https://code.djangoproject.com/ticket/30931
django__django-30931	https://github.com/django/django/pull/11999	https://code.djangoproject.com/ticket/30931	django__django-12284	https://github.com/django/django/pull/12284	https://code.djangoproject.com/ticket/31124
django__django-31051	https://github.com/django/django/pull/12458	https://code.djangoproject.com/ticket/31051	django__django-12453	https://github.com/django/django/pull/12453	https://code.djangoproject.com/ticket/26552
django__django-34176	https://github.com/django/django/pull/16321	https://code.djangoproject.com/ticket/34176	django__django-12589	https://github.com/django/django/pull/12589	https://code.djangoproject.com/ticket/31377
django__django-28862	https://github.com/django/django/pull/10178	https://code.djangoproject.com/ticket/28862	django__django-12708	https://github.com/django/django/pull/12708	https://code.djangoproject.com/ticket/29224
django__django-29123	https://github.com/django/django/pull/10178	https://code.djangoproject.com/ticket/29123	django__django-12708	https://github.com/django/django/pull/12708	https://code.djangoproject.com/ticket/29224
django__django-28916	https://github.com/django/django/pull/10178	https://code.djangoproject.com/ticket/28916	django__django-12708	https://github.com/django/django/pull/12708	https://code.djangoproject.com/ticket/29224
django__django-29124	https://github.com/django/django/pull/10178	https://code.djangoproject.com/ticket/29124	django__django-12708	https://github.com/django/django/pull/12708	https://code.djangoproject.com/ticket/29224
django__django-27995	https://github.com/django/django/pull/11591	https://code.djangoproject.com/ticket/27995	django__django-12908	https://github.com/django/django/pull/12908	https://code.djangoproject.com/ticket/31580
django__django-30651	https://github.com/django/django/pull/11808	https://code.djangoproject.com/ticket/30651	django__django-13220	https://github.com/django/django/pull/13220	https://code.djangoproject.com/ticket/28507
django__django-29838	https://github.com/django/django/pull/10502	https://code.djangoproject.com/ticket/29838	django__django-13220	https://github.com/django/django/pull/13220	https://code.djangoproject.com/ticket/28507
django__django-1891	https://github.com/django/django/pull/13315	https://code.djangoproject.com/ticket/1891	django__django-13315	https://github.com/django/django/pull/13315	https://code.djangoproject.com/ticket/11707
django__django-31864	https://github.com/django/django/pull/13279	https://code.djangoproject.com/ticket/31864	django__django-13321	https://github.com/django/django/pull/13321	https://code.djangoproject.com/ticket/31895
django__django-28147	https://github.com/django/django/pull/11587	https://code.djangoproject.com/ticket/28147	django__django-13964	https://github.com/django/django/pull/13964	https://code.djangoproject.com/ticket/32332
django__django-28211	https://github.com/django/django/pull/8517	https://code.djangoproject.com/ticket/28211	django__django-14016	https://github.com/django/django/pull/14016	https://code.djangoproject.com/ticket/32450
django__django-32450	https://github.com/django/django/pull/14016	https://code.djangoproject.com/ticket/32450	django__django-14017	https://github.com/django/django/pull/14017	https://code.djangoproject.com/ticket/32455
django__django-11776	https://github.com/django/django/pull/2558	https://code.djangoproject.com/ticket/11776	django__django-14608	https://github.com/django/django/pull/14608	https://code.djangoproject.com/ticket/32905
django__django-32260	https://github.com/django/django/pull/14124	https://code.djangoproject.com/ticket/32260	django__django-14787	https://github.com/django/django/pull/14787	https://code.djangoproject.com/ticket/33043
django__django-31181	https://github.com/django/django/pull/12343	https://code.djangoproject.com/ticket/31181	django__django-14855	https://github.com/django/django/pull/14855	https://code.djangoproject.com/ticket/33077
django__django-27858	https://github.com/django/django/pull/8082	https://code.djangoproject.com/ticket/27858	django__django-15252	https://github.com/django/django/pull/15252	https://code.djangoproject.com/ticket/23273
django__django-32012	https://github.com/django/django/pull/13448	https://code.djangoproject.com/ticket/32012	django__django-15252	https://github.com/django/django/pull/15252	https://code.djangoproject.com/ticket/23273
django__django-31504	https://github.com/django/django/pull/12796	https://code.djangoproject.com/ticket/31504	django__django-15252	https://github.com/django/django/pull/15252	https://code.djangoproject.com/ticket/23273
django__django-33461	https://github.com/django/django/pull/15361	https://code.djangoproject.com/ticket/33461	django__django-15388	https://github.com/django/django/pull/15388	https://code.djangoproject.com/ticket/33473
django__django-18166	https://github.com/django/django/pull/4757	https://code.djangoproject.com/ticket/18166	django__django-16041	https://github.com/django/django/pull/16041	https://code.djangoproject.com/ticket/33995
django__django-21501	https://github.com/django/django/pull/4757	https://code.djangoproject.com/ticket/21501	django__django-16041	https://github.com/django/django/pull/16041	https://code.djangoproject.com/ticket/33995
django__django-33871	https://github.com/django/django/pull/16229	https://code.djangoproject.com/ticket/33871	django__django-16229	https://github.com/django/django/pull/16229	https://code.djangoproject.com/ticket/34119
django__django-25916	https://github.com/django/django/pull/14068	https://code.djangoproject.com/ticket/25916	django__django-16255	https://github.com/django/django/pull/16255	https://code.djangoproject.com/ticket/34088
django__django-34481	https://github.com/django/django/pull/16757	https://code.djangoproject.com/ticket/34481	django__django-16816	https://github.com/django/django/pull/16816	https://code.djangoproject.com/ticket/34513
django__django-34525	https://github.com/django/django/pull/16820	https://code.djangoproject.com/ticket/34525	django__django-16820	https://github.com/django/django/pull/16820	https://code.djangoproject.com/ticket/34529
django__django-26486	https://github.com/django/django/pull/6441	https://code.djangoproject.com/ticket/26486	django__django-16910	https://github.com/django/django/pull/16910	https://code.djangoproject.com/ticket/34612
django__django-21204	https://github.com/django/django/pull/15985	https://code.djangoproject.com/ticket/21204	django__django-16910	https://github.com/django/django/pull/16910	https://code.djangoproject.com/ticket/34612
django__django-35356	https://github.com/django/django/pull/18055	https://code.djangoproject.com/ticket/35356	django__django-16910	https://github.com/django/django/pull/16910	https://code.djangoproject.com/ticket/34612
django__django-34570	https://github.com/django/django/pull/16862	https://code.djangoproject.com/ticket/34570	django__django-16910	https://github.com/django/django/pull/16910	https://code.djangoproject.com/ticket/34612
matplotlib__matplotlib-22706	https://github.com/matplotlib/matplotlib/pull/22711	https://github.com/matplotlib/matplotlib/issues/22706	matplotlib__matplotlib-22711	https://github.com/matplotlib/matplotlib/pull/22711	https://github.com/matplotlib/matplotlib/issues/22686
matplotlib__matplotlib-22686	https://github.com/matplotlib/matplotlib/pull/22926	https://github.com/matplotlib/matplotlib/issues/22686	matplotlib__matplotlib-22711	https://github.com/matplotlib/matplotlib/pull/22711	https://github.com/matplotlib/matplotlib/issues/22686
matplotlib__matplotlib-23098	https://github.com/matplotlib/matplotlib/pull/22835	https://github.com/matplotlib/matplotlib/issues/23098	matplotlib__matplotlib-22835	https://github.com/matplotlib/matplotlib/pull/22835	https://github.com/matplotlib/matplotlib/issues/21915
matplotlib__matplotlib-23172	https://github.com/matplotlib/matplotlib/pull/23299	https://github.com/matplotlib/matplotlib/issues/23172	matplotlib__matplotlib-23299	https://github.com/matplotlib/matplotlib/pull/23299	https://github.com/matplotlib/matplotlib/issues/23298
matplotlib__matplotlib-27361	https://github.com/matplotlib/matplotlib/pull/27440	https://github.com/matplotlib/matplotlib/issues/27361	matplotlib__matplotlib-23562	https://github.com/matplotlib/matplotlib/pull/23562	https://github.com/matplotlib/matplotlib/issues/4067
matplotlib__matplotlib-10050	https://github.com/matplotlib/matplotlib/pull/10050	https://github.com/matplotlib/matplotlib/issues/10050	matplotlib__matplotlib-23913	https://github.com/matplotlib/matplotlib/pull/23913	https://github.com/matplotlib/matplotlib/issues/9181
matplotlib__matplotlib-23687	https://github.com/matplotlib/matplotlib/pull/23751	https://github.com/matplotlib/matplotlib/issues/23687	matplotlib__matplotlib-24149	https://github.com/matplotlib/matplotlib/pull/24149	https://github.com/matplotlib/matplotlib/issues/24127
matplotlib__matplotlib-18294	https://github.com/matplotlib/matplotlib/pull/25547	https://github.com/matplotlib/matplotlib/issues/18294	matplotlib__matplotlib-24149	https://github.com/matplotlib/matplotlib/pull/24149	https://github.com/matplotlib/matplotlib/issues/24127
matplotlib__matplotlib-24818	https://github.com/matplotlib/matplotlib/pull/25547	https://github.com/matplotlib/matplotlib/issues/24818	matplotlib__matplotlib-24149	https://github.com/matplotlib/matplotlib/pull/24149	https://github.com/matplotlib/matplotlib/issues/24127
matplotlib__matplotlib-25352	https://github.com/matplotlib/matplotlib/pull/25352	https://github.com/matplotlib/matplotlib/issues/25352	matplotlib__matplotlib-25332	https://github.com/matplotlib/matplotlib/pull/25332	https://github.com/matplotlib/matplotlib/issues/25329
matplotlib__matplotlib-22482	https://github.com/matplotlib/matplotlib/pull/28430	https://github.com/matplotlib/matplotlib/issues/22482	matplotlib__matplotlib-25332	https://github.com/matplotlib/matplotlib/pull/25332	https://github.com/matplotlib/matplotlib/issues/25329
matplotlib__matplotlib-26331	https://github.com/matplotlib/matplotlib/pull/26331	https://github.com/matplotlib/matplotlib/issues/26331	matplotlib__matplotlib-26020	https://github.com/matplotlib/matplotlib/pull/26020	https://github.com/matplotlib/matplotlib/issues/17069
mwaskom__seaborn-3091	https://github.com/mwaskom/seaborn/pull/3010	https://github.com/mwaskom/seaborn/issues/3091	mwaskom__seaborn-3010	https://github.com/mwaskom/seaborn/pull/3010	https://github.com/mwaskom/seaborn/issues/2992
mwaskom__seaborn-3203	https://github.com/mwaskom/seaborn/pull/3203	https://github.com/mwaskom/seaborn/issues/3203	mwaskom__seaborn-3190	https://github.com/mwaskom/seaborn/pull/3190	https://github.com/mwaskom/seaborn/issues/3106
pallets__flask-4039	https://github.com/pallets/flask/pull/4045	https://github.com/pallets/flask/issues/4039	pallets__flask-4045	https://github.com/pallets/flask/pull/4045	https://github.com/pallets/flask/issues/4041
psf__requests-2344	https://github.com/psf/requests/pull/2344	https://github.com/psf/requests/issues/2344	psf__requests-2674	https://github.com/psf/requests/pull/2674	https://github.com/psf/requests/issues/1572
psf__requests-3359	https://github.com/psf/requests/pull/3574	https://github.com/psf/requests/issues/3359	psf__requests-3362	https://github.com/psf/requests/pull/3362	https://github.com/psf/requests/issues/3359
psf__requests-3481	https://github.com/psf/requests/pull/3574	https://github.com/psf/requests/issues/3481	psf__requests-3362	https://github.com/psf/requests/pull/3362	https://github.com/psf/requests/issues/3359
pydata__xarray-508	https://github.com/pydata/xarray/pull/7400	https://github.com/pydata/xarray/issues/508	pydata__xarray-3364	https://github.com/pydata/xarray/pull/3364	https://github.com/pydata/xarray/issues/508
pydata__xarray-4529	https://github.com/pydata/xarray/pull/4493	https://github.com/pydata/xarray/issues/4529	pydata__xarray-4493	https://github.com/pydata/xarray/pull/4493	https://github.com/pydata/xarray/issues/4483
pylint-dev__pylint-6471	https://github.com/pylint-dev/pylint/pull/6528	https://github.com/pylint-dev/pylint/issues/6471	pylint-dev__pylint-7080	https://github.com/pylint-dev/pylint/pull/7080	https://github.com/pylint-dev/pylint/issues/6964
pytest-dev__pytest-10341	https://github.com/pytest-dev/pytest/pull/11148	https://github.com/pytest-dev/pytest/issues/10341	pytest-dev__pytest-11148	https://github.com/pytest-dev/pytest/pull/11148	https://github.com/pytest-dev/pytest/issues/10811
pytest-dev__pytest-9358	https://github.com/pytest-dev/pytest/pull/8365	https://github.com/pytest-dev/pytest/issues/9358	pytest-dev__pytest-8365	https://github.com/pytest-dev/pytest/pull/8365	https://github.com/pytest-dev/pytest/issues/8317
scikit-learn__scikit-learn-12622	https://github.com/scikit-learn/scikit-learn/pull/12625	https://github.com/scikit-learn/scikit-learn/issues/12622	scikit-learn__scikit-learn-10949	https://github.com/scikit-learn/scikit-learn/pull/10949	https://github.com/scikit-learn/scikit-learn/issues/10948
scikit-learn__scikit-learn-15093	https://github.com/scikit-learn/scikit-learn/pull/15094	https://github.com/scikit-learn/scikit-learn/issues/15093	scikit-learn__scikit-learn-10949	https://github.com/scikit-learn/scikit-learn/pull/10949	https://github.com/scikit-learn/scikit-learn/issues/10948
scikit-learn__scikit-learn-5970	https://github.com/scikit-learn/scikit-learn/pull/13241	https://github.com/scikit-learn/scikit-learn/issues/5970	scikit-learn__scikit-learn-13241	https://github.com/scikit-learn/scikit-learn/issues/13241	https://github.com/scikit-learn/scikit-learn/issues/8798
scikit-learn__scikit-learn-13771	https://github.com/scikit-learn/scikit-learn/pull/13780	https://github.com/scikit-learn/scikit-learn/issues/13771	scikit-learn__scikit-learn-13779	https://github.com/scikit-learn/scikit-learn/pull/13779	https://github.com/scikit-learn/scikit-learn/issues/13777
scikit-learn__scikit-learn-25763	https://github.com/scikit-learn/scikit-learn/pull/25500	https://github.com/scikit-learn/scikit-learn/issues/25763	scikit-learn__scikit-learn-25500	https://github.com/scikit-learn/scikit-learn/pull/25500	https://github.com/scikit-learn/scikit-learn/issues/25499
scikit-learn__scikit-learn-25365	https://github.com/scikit-learn/scikit-learn/pull/25370	https://github.com/scikit-learn/scikit-learn/issues/25365	scikit-learn__scikit-learn-25500	https://github.com/scikit-learn/scikit-learn/pull/25500	https://github.com/scikit-learn/scikit-learn/issues/25499
scikit-learn__scikit-learn-25635	https://github.com/scikit-learn/scikit-learn/pull/25638	https://github.com/scikit-learn/scikit-learn/issues/25635	scikit-learn__scikit-learn-25638	https://github.com/scikit-learn/scikit-learn/pull/25638	https://github.com/scikit-learn/scikit-learn/issues/25637
scikit-learn__scikit-learn-25634	https://github.com/scikit-learn/scikit-learn/pull/25638	https://github.com/scikit-learn/scikit-learn/issues/25634	scikit-learn__scikit-learn-25638	https://github.com/scikit-learn/scikit-learn/pull/25638	https://github.com/scikit-learn/scikit-learn/issues/25637
scikit-learn__scikit-learn-25578	https://github.com/scikit-learn/scikit-learn/pull/25638	https://github.com/scikit-learn/scikit-learn/issues/25578	scikit-learn__scikit-learn-25638	https://github.com/scikit-learn/scikit-learn/pull/25638	https://github.com/scikit-learn/scikit-learn/issues/25637
scikit-learn__scikit-learn-25637	https://github.com/scikit-learn/scikit-learn/pull/25813	https://github.com/scikit-learn/scikit-learn/issues/25637	scikit-learn__scikit-learn-25638	https://github.com/scikit-learn/scikit-learn/pull/25638	https://github.com/scikit-learn/scikit-learn/issues/25637
sphinx-doc__sphinx-8127	https://github.com/sphinx-doc/sphinx/pull/9104	https://github.com/sphinx-doc/sphinx/issues/8127	sphinx-doc__sphinx-8282	https://github.com/sphinx-doc/sphinx/pull/8282	https://github.com/sphinx-doc/sphinx/issues/7785
sphinx-doc__sphinx-8588	https://github.com/sphinx-doc/sphinx/pull/9159	https://github.com/sphinx-doc/sphinx/issues/8588	sphinx-doc__sphinx-8627	https://github.com/sphinx-doc/sphinx/pull/8627	https://github.com/sphinx-doc/sphinx/issues/8315
sympy__sympy-11286	https://github.com/sympy/sympy/pull/11381	https://github.com/sympy/sympy/issues/11286	sympy__sympy-11400	https://github.com/sympy/sympy/pull/11400	https://github.com/sympy/sympy/issues/11281
sympy__sympy-11275	https://github.com/sympy/sympy/pull/11298	https://github.com/sympy/sympy/issues/11275	sympy__sympy-11897	https://github.com/sympy/sympy/pull/11897	https://github.com/sympy/sympy/issues/11275
sympy__sympy-9123	https://github.com/sympy/sympy/pull/12236	https://github.com/sympy/sympy/issues/9123	sympy__sympy-12236	https://github.com/sympy/sympy/pull/12236	https://github.com/sympy/sympy/issues/12177
sympy__sympy-12426	https://github.com/sympy/sympy/pull/12428	https://github.com/sympy/sympy/issues/12426	sympy__sympy-12419	https://github.com/sympy/sympy/pull/12419	https://github.com/sympy/sympy/issues/12300
sympy__sympy-12427	https://github.com/sympy/sympy/pull/12459	https://github.com/sympy/sympy/issues/12427	sympy__sympy-12419	https://github.com/sympy/sympy/pull/12419	https://github.com/sympy/sympy/issues/12300
sympy__sympy-12950	https://github.com/sympy/sympy/pull/12957	https://github.com/sympy/sympy/issues/12950	sympy__sympy-13031	https://github.com/sympy/sympy/pull/13031	https://github.com/sympy/sympy/issues/12938
sympy__sympy-8772	https://github.com/sympy/sympy/pull/13437	https://github.com/sympy/sympy/issues/8772	sympy__sympy-13437	https://github.com/sympy/sympy/pull/13437	https://github.com/sympy/sympy/issues/9184
sympy__sympy-13039	https://github.com/sympy/sympy/pull/14308	https://github.com/sympy/sympy/issues/13039	sympy__sympy-14308	https://github.com/sympy/sympy/pull/14308	https://github.com/sympy/sympy/issues/12675
sympy__sympy-19235	https://github.com/sympy/sympy/pull/19235	https://github.com/sympy/sympy/issues/19235	sympy__sympy-14774	https://github.com/sympy/sympy/pull/14774	https://github.com/sympy/sympy/issues/14768
sympy__sympy-15059	https://github.com/sympy/sympy/pull/15151	https://github.com/sympy/sympy/issues/15059	sympy__sympy-15609	https://github.com/sympy/sympy/pull/15609	https://github.com/sympy/sympy/issues/15595
sympy__sympy-16689	https://github.com/sympy/sympy/pull/16792	https://github.com/sympy/sympy/issues/16689	sympy__sympy-16792	https://github.com/sympy/sympy/pull/16792	https://github.com/sympy/sympy/issues/16791
sympy__sympy-16953	https://github.com/sympy/sympy/pull/17526	https://github.com/sympy/sympy/issues/16953	sympy__sympy-16988	https://github.com/sympy/sympy/pull/16988	https://github.com/sympy/sympy/issues/16987
sympy__sympy-16342	https://github.com/sympy/sympy/pull/17526	https://github.com/sympy/sympy/issues/16342	sympy__sympy-16988	https://github.com/sympy/sympy/pull/16988	https://github.com/sympy/sympy/issues/16987
sympy__sympy-16946	https://github.com/sympy/sympy/pull/17491	https://github.com/sympy/sympy/issues/16946	sympy__sympy-16988	https://github.com/sympy/sympy/pull/16988	https://github.com/sympy/sympy/issues/16987
sympy__sympy-19006	https://github.com/sympy/sympy/pull/19006	https://github.com/sympy/sympy/issues/19006	sympy__sympy-18057	https://github.com/sympy/sympy/pull/18057	https://github.com/sympy/sympy/issues/18056
sympy__sympy-17377	https://github.com/sympy/sympy/pull/18199	https://github.com/sympy/sympy/issues/17377	sympy__sympy-18199	https://github.com/sympy/sympy/pull/18199	https://github.com/sympy/sympy/issues/17373
sympy__sympy-18212	https://github.com/sympy/sympy/pull/18199	https://github.com/sympy/sympy/issues/18212	sympy__sympy-18199	https://github.com/sympy/sympy/pull/18199	https://github.com/sympy/sympy/issues/17373
sympy__sympy-19558	https://github.com/sympy/sympy/pull/19487	https://github.com/sympy/sympy/issues/19558	sympy__sympy-19487	https://github.com/sympy/sympy/pull/19487	https://github.com/sympy/sympy/issues/19277
sympy__sympy-19484	https://github.com/sympy/sympy/pull/19596	https://github.com/sympy/sympy/issues/19484	sympy__sympy-19487	https://github.com/sympy/sympy/pull/19487	https://github.com/sympy/sympy/issues/19277
sympy__sympy-21203	https://github.com/sympy/sympy/pull/21203	https://github.com/sympy/sympy/issues/21203	sympy__sympy-21055	https://github.com/sympy/sympy/pull/21055	https://github.com/sympy/sympy/issues/21054
sympy__sympy-21309	https://github.com/sympy/sympy/pull/21309	https://github.com/sympy/sympy/issues/21309	sympy__sympy-21055	https://github.com/sympy/sympy/pull/21055	https://github.com/sympy/sympy/issues/21054
sympy__sympy-9384	https://github.com/sympy/sympy/pull/21309	https://github.com/sympy/sympy/issues/9384	sympy__sympy-21055	https://github.com/sympy/sympy/pull/21055	https://github.com/sympy/sympy/issues/21054
sympy__sympy-18715	https://github.com/sympy/sympy/pull/23117	https://github.com/sympy/sympy/issues/18715	sympy__sympy-23117	https://github.com/sympy/sympy/pull/23117	https://github.com/sympy/sympy/issues/17851
sympy__sympy-23852	https://github.com/sympy/sympy/pull/23117	https://github.com/sympy/sympy/issues/23852	sympy__sympy-23117	https://github.com/sympy/sympy/pull/23117	https://github.com/sympy/sympy/issues/17851
sympy__sympy-27868	https://github.com/sympy/sympy/pull/28155	https://github.com/sympy/sympy/issues/27868	sympy__sympy-24102	https://github.com/sympy/sympy/pull/24102	https://github.com/sympy/sympy/issues/24055
sympy__sympy-26642	https://github.com/sympy/sympy/pull/24102	https://github.com/sympy/sympy/issues/26642	sympy__sympy-24102	https://github.com/sympy/sympy/pull/24102	https://github.com/sympy/sympy/issues/24055
astropy__astropy-15082	https://github.com/astropy/astropy/pull/15082	https://github.com/astropy/astropy/issues/15082	astropy__astropy-14995	https://github.com/astropy/astropy/pull/14995	https://github.com/astropy/astropy/issues/14978
django__django-27910	https://github.com/django/django/pull/11540	https://code.djangoproject.com/ticket/27910	django__django-12125	https://github.com/django/django/pull/12125	https://code.djangoproject.com/ticket/27914
django__django-28862	https://github.com/django/django/pull/10178	https://code.djangoproject.com/ticket/28862	django__django-12708	https://github.com/django/django/pull/12708	https://code.djangoproject.com/ticket/29224
django__django-28916	https://github.com/django/django/pull/10178	https://code.djangoproject.com/ticket/28916	django__django-12708	https://github.com/django/django/pull/12708	https://code.djangoproject.com/ticket/29224
django__django-29124	https://github.com/django/django/pull/10178	https://code.djangoproject.com/ticket/29124	django__django-12708	https://github.com/django/django/pull/12708	https://code.djangoproject.com/ticket/29224
django__django-29123	https://github.com/django/django/pull/10178	https://code.djangoproject.com/ticket/29123	django__django-12708	https://github.com/django/django/pull/12708	https://code.djangoproject.com/ticket/29224
django__django-28147	https://github.com/django/django/pull/11383	https://code.djangoproject.com/ticket/28147	django__django-13964	https://github.com/django/django/pull/13964	https://code.djangoproject.com/ticket/32332
django__django-11776	https://github.com/django/django/pull/2558	https://code.djangoproject.com/ticket/11776	django__django-14608	https://github.com/django/django/pull/14608	https://code.djangoproject.com/ticket/32905
django__django-32260	https://github.com/django/django/pull/14124	https://code.djangoproject.com/ticket/32260	django__django-14787	https://github.com/django/django/pull/14787	https://code.djangoproject.com/ticket/33043
django__django-27858	https://github.com/django/django/pull/8082	https://code.djangoproject.com/ticket/27858	django__django-15252	https://github.com/django/django/pull/15252	https://code.djangoproject.com/ticket/23273
matplotlib__matplotlib-23172	https://github.com/matplotlib/matplotlib/pull/23299	https://github.com/matplotlib/matplotlib/issues/23172	matplotlib__matplotlib-23299	https://github.com/matplotlib/matplotlib/pull/23299	https://github.com/matplotlib/matplotlib/issues/23298
matplotlib__matplotlib-18294	https://github.com/matplotlib/matplotlib/pull/25547	https://github.com/matplotlib/matplotlib/issues/18294	matplotlib__matplotlib-24149	https://github.com/matplotlib/matplotlib/pull/24149	https://github.com/matplotlib/matplotlib/issues/24127
matplotlib__matplotlib-24818	https://github.com/matplotlib/matplotlib/pull/25547	https://github.com/matplotlib/matplotlib/issues/24818	matplotlib__matplotlib-24149	https://github.com/matplotlib/matplotlib/pull/24149	https://github.com/matplotlib/matplotlib/issues/24127
matplotlib__matplotlib-25352	https://github.com/matplotlib/matplotlib/pull/25352	https://github.com/matplotlib/matplotlib/issues/25352	matplotlib__matplotlib-25332	https://github.com/matplotlib/matplotlib/pull/25332	https://github.com/matplotlib/matplotlib/issues/25329
scikit-learn__scikit-learn-25365	https://github.com/scikit-learn/scikit-learn/pull/25370	https://github.com/scikit-learn/scikit-learn/issues/25365	scikit-learn__scikit-learn-26323	https://github.com/scikit-learn/scikit-learn/pull/26323	https://github.com/scikit-learn/scikit-learn/issues/26306
scikit-learn__scikit-learn-25763	https://github.com/scikit-learn/scikit-learn/pull/25500	https://github.com/scikit-learn/scikit-learn/issues/25763	scikit-learn__scikit-learn-26323	https://github.com/scikit-learn/scikit-learn/pull/26323	https://github.com/scikit-learn/scikit-learn/issues/26306
sympy__sympy-12427	https://github.com/sympy/sympy/pull/12459	https://github.com/sympy/sympy/issues/12427	sympy__sympy-12419	https://github.com/sympy/sympy/pull/12419	https://github.com/sympy/sympy/issues/12300
sympy__sympy-12426	https://github.com/sympy/sympy/pull/12428	https://github.com/sympy/sympy/issues/12426	sympy__sympy-12419	https://github.com/sympy/sympy/pull/12419	https://github.com/sympy/sympy/issues/12300
sympy__sympy-17377	https://github.com/sympy/sympy/pull/18199	https://github.com/sympy/sympy/issues/17377	sympy__sympy-18199	https://github.com/sympy/sympy/pull/18199	https://github.com/sympy/sympy/issues/18212
